participant,x0,y0,j,e_x,e_y,typing_speed,num_typos
1,-2.1936597640473963,0.6747433255858232,1,0.1407688168207423,-0.3933004213011684,-2.052890947226654,0.2814429042846548
1,-2.1936597640473963,0.6747433255858232,2,0.13729806455633461,-0.06326907387469534,-2.056361699491062,0.6114742517111278
1,-2.1936597640473963,0.6747433255858232,3,-0.09841573145461126,-0.23843693130053215,-2.2920754955020075,0.43630639428529105
1,-2.1936597640473963,0.6747433255858232,4,0.16958208999919785,0.4734961603881689,-2.0240776740481983,1.148239485973992
1,-2.1936597640473963,0.6747433255858232,5,0.1547692276155897,-0.021940398293440664,-2.0388905364318064,0.6528029272923825
1,-2.1936597640473963,0.6747433255858232,6,-0.3369147259865225,0.00617334663204953,-2.530574490033919,0.6809166722178727
1,-2.1936597640473963,0.6747433255858232,7,0.2954313812174111,-0.09894244848304229,-1.898228382829985,0.5758008771027809
1,-2.1936597640473963,0.6747433255858232,8,0.28573521072485447,0.01189299300955923,-1.9079245533225417,0.6866363185953824
1,-2.1936597640473963,0.6747433255858232,9,0.27497241378934717,-0.04286753060463817,-1.918687350258049,0.631875794981185
1,-2.1936597640473963,0.6747433255858232,10,0.1530700267542402,-0.2761760212838266,-2.040589737293156,0.39856730430199655
1,-2.1936597640473963,0.6747433255858232,11,0.3917838972836959,0.2176345746700382,-1.8018758667637003,0.8923779002558614
1,-2.1936597640473963,0.6747433255858232,12,0.09564098250652467,0.061509850162467496,-2.0980187815408717,0.7362531757482906
1,-2.1936597640473963,0.6747433255858232,13,-0.018670753766003446,-0.23175933043552885,-2.2123305178134,0.4429839951502943
1,-2.1936597640473963,0.6747433255858232,14,-0.4468751477822681,-0.4458989184953679,-2.6405349118296644,0.22884440709045528
1,-2.1936597640473963,0.6747433255858232,15,0.08070436366063052,0.37276978689436324,-2.112955400386766,1.0475131124801864
1,-2.1936597640473963,0.6747433255858232,16,-0.15008259888447495,0.13196928201237185,-2.343742362931871,0.806712607598195
1,-2.1936597640473963,0.6747433255858232,17,0.2494570803780389,-0.2559835840838624,-1.9442026836693573,0.41875974150196077
1,-2.1936597640473963,0.6747433255858232,18,0.1468420045462897,0.23363053558982505,-2.0468177595011063,0.9083738611756482
1,-2.1936597640473963,0.6747433255858232,19,0.33546209471205124,-0.004417247549723305,-1.858197669335345,0.6703260780360999
1,-2.1936597640473963,0.6747433255858232,20,0.14563095569325898,0.09377832074227131,-2.0480288083541374,0.7685216463280945
1,-2.1936597640473963,0.6747433255858232,21,0.18002634554046626,0.19042527619750338,-2.01363341850693,0.8651686017833266
1,-2.1936597640473963,0.6747433255858232,22,0.2562636539244381,0.05902556861529242,-1.9373961101229582,0.7337688942011156
1,-2.1936597640473963,0.6747433255858232,23,0.1356707600674693,-0.1056126543230813,-2.057989003979927,0.5691306712627419
1,-2.1936597640473963,0.6747433255858232,24,-0.4189925589940995,-0.38294074720916726,-2.6126523230414955,0.2918025783766559
1,-2.1936597640473963,0.6747433255858232,25,0.11526387835061273,0.13459586857734082,-2.0783958856967835,0.809339194163164
1,-2.1936597640473963,0.6747433255858232,26,0.244017871387676,-0.26664408964617187,-1.9496418926597203,0.4080992359396513
1,-2.1936597640473963,0.6747433255858232,27,0.10697354046788925,-0.16977671702214625,-2.086686223579507,0.5049666085636769
1,-2.1936597640473963,0.6747433255858232,28,-0.48851318103840435,-0.10436605910762001,-2.6821729450858007,0.5703772664782032
1,-2.1936597640473963,0.6747433255858232,29,-0.009114465798668907,-0.18363398353377375,-2.202774229846065,0.4911093420520494
1,-2.1936597640473963,0.6747433255858232,30,0.002109875452468471,0.1663677536503333,-2.1915498885949276,0.8411110792361565
1,-2.1936597640473963,0.6747433255858232,31,0.30268314748964764,0.24501808959884394,-1.8909766165577486,0.9197614151846671
1,-2.1936597640473963,0.6747433255858232,32,0.08105759593056608,-0.12249265349061929,-2.11260216811683,0.5522506720952038
1,-2.1936597640473963,0.6747433255858232,33,0.06590641688098275,0.0903690058235127,-2.1277533471664136,0.7651123314093359
1,-2.1936597640473963,0.6747433255858232,34,-0.03571400446172002,0.014024499194867783,-2.229373768509116,0.688767824780691
1,-2.1936597640473963,0.6747433255858232,35,-0.3966971949659918,-0.15841325912950813,-2.590356959013388,0.5163300664563151
1,-2.1936597640473963,0.6747433255858232,36,-0.052259896553106026,-0.11502976012012477,-2.245919660600502,0.5597135654656984
1,-2.1936597640473963,0.6747433255858232,37,0.04660432791560752,-0.2055476896344845,-2.147055436131789,0.4691956359513387
1,-2.1936597640473963,0.6747433255858232,38,0.17982579411990465,-0.20373578873053777,-2.0138339699274916,0.4710075368552854
1,-2.1936597640473963,0.6747433255858232,39,0.5980776313749386,-0.15464322744483586,-1.5955821326724577,0.5201000981409873
1,-2.1936597640473963,0.6747433255858232,40,0.07450936025624022,0.23313661930952878,-2.119150403791156,0.907879944895352
1,-2.1936597640473963,0.6747433255858232,41,-0.03663140971324064,-0.029690172220430522,-2.230291173760637,0.6450531533653927
1,-2.1936597640473963,0.6747433255858232,42,-0.20590985995355676,0.10377650151343194,-2.399569624000953,0.7785198270992552
1,-2.1936597640473963,0.6747433255858232,43,0.2153757483382684,0.06557917034358936,-1.978284015709128,0.7403224959294126
1,-2.1936597640473963,0.6747433255858232,44,0.01636418617289938,0.20803392316206804,-2.1772955778744967,0.8827772487478912
1,-2.1936597640473963,0.6747433255858232,45,-0.21066192641439851,-0.0669843703389323,-2.404321690461795,0.6077589552468908
1,-2.1936597640473963,0.6747433255858232,46,0.035917723368799157,-0.32111813892387653,-2.157742040678597,0.35362518666194664
1,-2.1936597640473963,0.6747433255858232,47,0.07392314235908887,0.07304454509728855,-2.1197366216883076,0.7477878706831117
1,-2.1936597640473963,0.6747433255858232,48,-0.07979696062582001,0.3896024869006678,-2.2734567246732165,1.0643458124864908
1,-2.1936597640473963,0.6747433255858232,49,0.12425574556824198,-0.16954395153825041,-2.0694040184791542,0.5051993740475728
1,-2.1936597640473963,0.6747433255858232,50,0.16871548418619017,0.1864703955483704,-2.0249442798612063,0.8612137211341936
2,-1.3588507890195767,0.4319525093252818,1,-0.01699211331996177,0.17747372425159227,-1.3758429023395384,0.6094262335768741
2,-1.3588507890195767,0.4319525093252818,2,-0.08888073173361982,-0.15783499482384244,-1.4477315207531964,0.27411751450143934
2,-1.3588507890195767,0.4319525093252818,3,-0.04153249156671069,0.17904223533089964,-1.4003832805862875,0.6109947446561814
2,-1.3588507890195767,0.4319525093252818,4,-0.30765691063763234,-0.1476039079633581,-1.666507699657209,0.2843486013619237
2,-1.3588507890195767,0.4319525093252818,5,0.4123568550524783,0.1653134670742544,-0.9464939339670984,0.5972659763995362
2,-1.3588507890195767,0.4319525093252818,6,0.3792234170170568,0.4191013043058697,-0.9796273720025199,0.8510538136311515
2,-1.3588507890195767,0.4319525093252818,7,-0.03194941371487965,-0.11608229598430765,-1.3908002027344564,0.31587021334097415
2,-1.3588507890195767,0.4319525093252818,8,-0.2794756917511048,-0.14142843231325822,-1.6383264807706814,0.29052407701202354
2,-1.3588507890195767,0.4319525093252818,9,0.2784727703063651,-0.0488114462710973,-1.0803780187132115,0.3831410630541845
2,-1.3588507890195767,0.4319525093252818,10,-0.011274045377848619,-0.043168205951229756,-1.3701248343974253,0.388784303374052
2,-1.3588507890195767,0.4319525093252818,11,0.4766312730982857,0.4914917968057665,-0.882219515921291,0.9234443061310482
2,-1.3588507890195767,0.4319525093252818,12,-0.05388870868632557,0.03807055788238808,-1.4127394977059022,0.47002306720766984
2,-1.3588507890195767,0.4319525093252818,13,0.11256359645147239,0.1654792295097914,-1.2462871925681043,0.5974317388350732
2,-1.3588507890195767,0.4319525093252818,14,0.16238774780144213,-0.15109971672151656,-1.1964630412181345,0.2808527926037652
2,-1.3588507890195767,0.4319525093252818,15,-0.005809016677251834,-0.2938139926934931,-1.3646598056968284,0.13813851663178867
2,-1.3588507890195767,0.4319525093252818,16,0.12107509406643058,-0.044970485087500005,-1.2377756949531462,0.3869820242377818
2,-1.3588507890195767,0.4319525093252818,17,-0.17405777167306472,-0.55354431288369,-1.5329085606926414,-0.1215918035584082
2,-1.3588507890195767,0.4319525093252818,18,0.0015643378863460014,0.5892197140232532,-1.3572864511332308,1.021172223348535
2,-1.3588507890195767,0.4319525093252818,19,0.020360834226809614,0.04141756144576491,-1.3384899547927671,0.4733700707710467
2,-1.3588507890195767,0.4319525093252818,20,0.49737439026329616,0.3784333734077598,-0.8614763987562806,0.8103858827330416
2,-1.3588507890195767,0.4319525093252818,21,0.12479615561365114,0.06688786357440372,-1.2340546334059255,0.4988403728996855
2,-1.3588507890195767,0.4319525093252818,22,-0.08493599251117917,-0.20125256316763585,-1.443786781530756,0.23069994615764594
2,-1.3588507890195767,0.4319525093252818,23,0.13642706825617446,0.10976459551918812,-1.2224237207634023,0.5417171048444699
2,-1.3588507890195767,0.4319525093252818,24,-0.15968218198423412,-0.21686461143532543,-1.5185329710038107,0.21508789788995636
2,-1.3588507890195767,0.4319525093252818,25,-0.1591600154843962,-0.34619576424578163,-1.5180108045039729,0.08575674507950015
2,-1.3588507890195767,0.4319525093252818,26,0.11371566958627338,0.003770063939382046,-1.2451351194333034,0.43572257326466385
2,-1.3588507890195767,0.4319525093252818,27,0.01900346595066502,-0.1977001329313195,-1.3398473230689116,0.2342523763939623
2,-1.3588507890195767,0.4319525093252818,28,0.12050968987105024,-0.12006410838321743,-1.2383410991485264,0.3118884009420644
2,-1.3588507890195767,0.4319525093252818,29,-0.07194574886964629,0.10191369470267267,-1.430796537889223,0.5338662040279545
2,-1.3588507890195767,0.4319525093252818,30,-0.040119627964811756,-0.197523862844642,-1.3989704169843884,0.2344286464806398
